usuario,usuario_seguidores,modelo,color,calificacion,comentario,fuente,likes,verificado,respondido_marca,fecha,intencion_plantilla
samuel19,66,Urbano,gris,3,"Compré los Urbano, son tenis. Punto.",tiktok,2,False,False,2025-12-18 22:46:08,neutro
wortega,155,Urbano,negro,5,Por fin unos tenis que duran! Los Urbano ya tienen 8 meses y siguen como nuevos 💪,facebook,170,True,True,2022-08-04 09:34:22,positivo
benito41,2500,SuperFaro,blanco,5,"Muy cómodos los SuperFaro, me los recomendó mi hermana ✌️ buena compra",google_reviews,55,True,False,2024-04-16 10:15:24,positivo
vhidalgo,102,084 Campeón,rojo,1,"Esperaba más de los 084 Campeón, la suela es muy delgada 😕 regulares",twitter,8,False,False,2025-06-02 18:15:38,negativo
lorenzotijerina,1065,Vaivén,azul,5,Por fin unos tenis que duran! Los Vaivén ya tienen 8 meses y siguen como nuevos 💪,instagram,37,True,False,2023-08-26 16:38:31,positivo
hernan19,218,Caimán,negro,1,Horrible calidad los Caimán 😠 ni para regalar #malacompra #panam,facebook,10,False,True,2026-05-03 12:46:30,negativo
omararteaga,73,Gran Prix,rosa,3,"Los Gran Prix están ok, nada del otro mundo 🤷",tiktok,11,True,False,2025-11-11 04:50:42,neutro
sessagonzales,2067,084 Clásico,blanco,2,NO LOS COMPREN!! Mis 084 Clásico se despegaron en una semana 😤 estafa total,instagram,30,True,False,2021-10-16 09:32:31,negativo
pedrazaalma,117,Panam Alfa,azul,5,Mejor compra del año!! Los Panam Alfa son una BELLEZA 🔥🔥🔥 #PanamForever,instagram,88,False,True,2025-05-13 00:30:35,positivo
chapaabraham,797,084 Campeón,gris,5,Increíbles!! Los 084 Campeón se ven y se sienten premium 🔝🔥 vale cada peso,twitter,5,True,False,2026-01-10 04:46:57,positivo
cristinarolon,442,084 Campeón,verde,4,Me encantaron mis 084 Campeón 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,google_reviews,21,False,False,2025-05-28 16:39:47,positivo
samuelmayorga,1693,Barracuda,beige,5,Excelentísimos los Barracuda ✨ los uso para correr y son perfectos 🏃‍♂️💨,facebook,21,False,False,2023-10-10 01:37:54,positivo
burgostania,3110,Panam Alfa,azul,3,"Regulares los Panam Alfa, esperaba un poquito más pero también un poquito menos",facebook,58,True,False,2026-03-25 02:00:26,neutro
luzarchuleta,14,084 Campeón,negro,3,"Los 084 Campeón no me convencieron, son muy regulares para el precio 🤷‍♀️",instagram,57,False,False,2022-11-01 05:17:50,negativo
cdel-valle,1596,084 Campeón,blanco,4,"AMO mis 084 Campeón 💖 ya pedí otro par en otro color, hermosos",tiktok,96,True,False,2024-09-20 17:34:55,positivo
vescamilla,847,Gran Prix,gris,4,Compré los Gran Prix para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,tiktok,59,False,False,2023-10-22 15:44:36,positivo
aguirreteodoro,10,084 Clásico,verde,1,Me quedaron grandes los 084 Clásico y la talla era la correcta 😒 mala medición,amazon,11,True,True,2026-03-05 21:49:39,negativo
mezarufino,414,084 Clásico,rosa,4,Compré los 084 Clásico para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,google_reviews,102,True,False,2025-03-17 22:14:37,positivo
gcervantes,212,Flip,azul,1,"Los Flip son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",twitter,54,False,False,2025-04-29 09:40:46,negativo
juan-carlos15,569,Caimán,verde,5,"Los mejores tenis que he tenido!! Los Caimán son cómodos, bonitos y baratos 👌🔥",tiktok,5,True,False,2022-09-23 03:58:17,positivo
thinojosa,6632,Panam Alfa,blanco,4,"Muy cómodos los Panam Alfa, me los recomendó mi hermana ✌️ buena compra",tiktok,99,True,False,2022-12-05 19:31:49,positivo
mirandasilvano,50,084 Diamante,verde,3,Muy decepcionada con mis 084 Diamante 💔 esperaba muchísimo más por el precio que pagué 🙄,tiktok,67,True,False,2026-03-05 08:21:28,negativo
jospalomino,123,084 Clásico,blanco,3,"Los 084 Clásico están ok, nada del otro mundo 🤷",amazon,29,True,False,2024-12-25 03:23:14,neutro
eric61,650,Caimán,negro,4,"Cumple lo prometido, los Caimán están bien para el uso diario 👍🏼",twitter,0,True,False,2022-12-01 09:48:22,positivo
helenamejia,508,Ultra,rosa,3,Cómodos los Ultra pero el color destiñe en 2 lavadas 😕 mitad y mitad,amazon,18,True,False,2023-06-15 23:15:09,mixto
ibarracarlota,309,084 Clásico,negro,4,"Normales los 084 Clásico, ni bien ni mal 🤷‍♂️",facebook,1,True,False,2023-05-08 01:15:31,neutro
vjaramillo,5862,084,beige,4,Por fin unos tenis que duran! Los 084 ya tienen 8 meses y siguen como nuevos 💪,tiktok,31,True,True,2023-11-30 10:14:05,positivo
ibarrateresa,18,Urbano,rojo,4,Excelentísimos los Urbano ✨ los uso para correr y son perfectos 🏃‍♂️💨,facebook,67,True,False,2024-05-27 09:40:06,positivo
corneliocasanova,17,Caimán,blanco,5,"Decentes los Caimán, no son los mejores pero cumplen 🙂",twitter,95,False,True,2025-04-21 05:53:13,positivo
jaime68,120,Urbano,azul,3,Muy decepcionada con mis Urbano 💔 esperaba muchísimo más por el precio que pagué 🙄,facebook,79,False,True,2023-12-28 11:43:03,negativo
lucerobarbara,105,Vaivén,blanco,4,"Los mejores tenis que he tenido!! Los Vaivén son cómodos, bonitos y baratos 👌🔥",facebook,269,True,False,2023-03-23 11:14:03,positivo
gustavoromo,23,Vaivén,rosa,3,"Los Vaivén cumplen, los uso para diario nomás",facebook,1,False,True,2022-08-25 05:51:54,neutro
xzelaya,239,Vital,rojo,3,"Normales los Vital, ni bien ni mal 🤷‍♂️",facebook,26,False,True,2024-11-18 07:13:04,neutro
zterrazas,0,Vaivén,azul,3,"Regulares los Vaivén, esperaba un poquito más pero también un poquito menos",facebook,5,True,False,2023-03-15 21:28:19,neutro
normabonilla,575,Barracuda,blanco,4,BUENÍSIMOS los Barracuda!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,tiktok,46,True,False,2025-10-25 00:08:15,positivo
tsuarez,3731,084 Diamante,azul,3,"Regulares los 084 Diamante, esperaba un poquito más pero también un poquito menos",google_reviews,13,False,False,2024-06-03 08:09:23,neutro
vallefrancisco-javier,2058,084 Clásico,verde,1,"Incomodísimos los 084 Clásico, me lastimaron los pies después de 1 hr 😣",facebook,35,True,False,2021-11-14 04:32:06,negativo
minervateran,11405,084 Diamante,rosa,4,"Los mejores tenis que he tenido!! Los 084 Diamante son cómodos, bonitos y baratos 👌🔥",instagram,150,True,False,2022-08-14 21:19:30,positivo
aldonzasolis,104,Barracuda,gris,1,"Incomodísimos los Barracuda, me lastimaron los pies después de 1 hr 😣",facebook,35,True,False,2025-02-07 01:32:28,negativo
floreznancy,33,084,rojo,1,Horrible calidad los 084 😠 ni para regalar #malacompra #panam,amazon,31,True,False,2025-07-03 01:10:36,negativo
segoviaestefania,10,084 Campeón,azul,5,BUENÍSIMOS los 084 Campeón!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,facebook,16,True,False,2021-10-26 04:01:40,positivo
gcenteno,8,084 Clásico,rojo,3,Me gustaron los 084 Clásico aunque son un poco apretados al principio 😬 ya cedieron,twitter,47,False,False,2024-11-16 23:49:21,mixto
dvalle,125,084 Campeón,negro,5,"Muy cómodos los 084 Campeón, me los recomendó mi hermana ✌️ buena compra",twitter,36,False,False,2026-02-05 10:27:37,positivo
umanzanares,79,084,azul,5,"Muy cómodos los 084, me los recomendó mi hermana ✌️ buena compra",facebook,81,True,True,2021-07-12 22:50:39,positivo
ahernandez,32,Panam Alfa,blanco,1,PÉSIMOS los Panam Alfa 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,google_reviews,17,True,False,2023-03-14 07:25:14,negativo
armentadulce,227,084 Diamante,verde,4,Bonitos los 084 Diamante pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,tiktok,6,False,False,2024-04-10 17:27:20,mixto
toroclemente,32,Panam Alfa,verde,4,Mejor compra del año!! Los Panam Alfa son una BELLEZA 🔥🔥🔥 #PanamForever,tiktok,103,True,False,2021-12-06 17:57:42,positivo
saparicio,35,Vital,verde,3,Por fin unos tenis que duran! Los Vital ya tienen 8 meses y siguen como nuevos 💪,twitter,27,False,False,2024-10-27 14:50:59,positivo
hectorperes,7,Caimán,blanco,5,"Muy cómodos los Caimán, me los recomendó mi hermana ✌️ buena compra",twitter,62,True,True,2024-07-12 17:21:04,positivo
yrangel,56,084 Clásico,beige,2,BASURA los 084 Clásico 🤮 me lastimaron los pies horrible 👎 nunca más,tiktok,14,False,False,2024-07-16 09:40:58,negativo
tiradogustavo,199,Urbano,verde,4,"Cumple lo prometido, los Urbano están bien para el uso diario 👍🏼",google_reviews,58,False,False,2024-04-20 19:07:26,positivo
dominguezmarcela,2,084 Diamante,rojo,4,"AMO mis 084 Diamante 💖 ya pedí otro par en otro color, hermosos",instagram,6,False,False,2024-09-08 12:05:49,positivo
mateoacosta,35,Barracuda,negro,4,"10/10 los Barracuda ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",twitter,3,False,False,2021-07-15 22:47:23,positivo
frida86,207,084 Diamante,blanco,5,Excelentísimos los 084 Diamante ✨ los uso para correr y son perfectos 🏃‍♂️💨,tiktok,56,True,True,2025-11-13 23:21:58,positivo
pgodinez,359,Urbano,verde,4,"Yo súper feliz con mis Urbano 🥹 mejor inversión del mes, los recomiendo muchísimo",instagram,0,False,False,2025-04-06 10:13:53,positivo
jacinto43,998,Caimán,verde,1,Me quedaron grandes los Caimán y la talla era la correcta 😒 mala medición,twitter,64,True,False,2022-04-21 21:49:40,negativo
pereapilar,263,Caimán,gris,5,"Yo súper feliz con mis Caimán 🥹 mejor inversión del mes, los recomiendo muchísimo",amazon,3,True,False,2021-06-23 22:09:23,positivo
luisbarrera,138,084 Campeón,rosa,3,Me quedaron grandes los 084 Campeón y la talla era la correcta 😒 mala medición,facebook,17,True,False,2022-03-15 18:55:31,negativo
ramonofelia,97,Vaivén,rosa,4,Bonitos los Vaivén 👌 buen precio para la calidad,facebook,2,False,False,2021-10-04 13:05:27,positivo
benjaminpadilla,1865,Vaivén,rojo,5,Excelentísimos los Vaivén ✨ los uso para correr y son perfectos 🏃‍♂️💨,instagram,52,True,False,2025-01-29 02:57:40,positivo
margaritagamboa,26,Vital,blanco,3,"Los Vital están ok, nada del otro mundo 🤷",facebook,8,True,True,2021-10-28 16:17:38,neutro
josefinalongoria,1097,084 Clásico,verde,2,Muy decepcionada con mis 084 Clásico 💔 esperaba muchísimo más por el precio que pagué 🙄,google_reviews,29,False,False,2023-05-03 19:52:10,negativo
mitzy95,38,Gran Prix,rojo,2,BASURA los Gran Prix 🤮 me lastimaron los pies horrible 👎 nunca más,facebook,97,True,True,2023-05-12 08:21:59,negativo
hugo83,725,084 Diamante,azul,3,"Normales los 084 Diamante, ni bien ni mal 🤷‍♂️",google_reviews,6,False,False,2024-11-11 04:48:19,neutro
roberto08,4,Ultra,gris,1,NO LOS COMPREN!! Mis Ultra se despegaron en una semana 😤 estafa total,instagram,58,True,False,2022-11-01 10:23:54,negativo
fvaladez,16,084 Campeón,rojo,4,"Buenos los 084 Campeón, me gustaron 👍 cumplen lo prometido",instagram,110,True,False,2021-09-28 23:27:09,positivo
sofia68,96,084 Campeón,beige,4,"Decentes los 084 Campeón, no son los mejores pero cumplen 🙂",instagram,1,True,False,2024-01-21 14:05:06,positivo
jparedes,48,Urbano,beige,2,Muy decepcionada con mis Urbano 💔 esperaba muchísimo más por el precio que pagué 🙄,twitter,26,False,False,2023-11-24 00:49:41,negativo
wenriquez,97,Vital,blanco,5,Mis Vital son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,facebook,46,True,False,2025-12-02 14:21:36,positivo
oguajardo,140,084 Campeón,rojo,5,"Yo súper feliz con mis 084 Campeón 🥹 mejor inversión del mes, los recomiendo muchísimo",twitter,58,True,False,2023-11-26 16:03:13,positivo
fridabaeza,259,Panam Alfa,negro,4,Mis Panam Alfa son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,amazon,1,False,True,2026-02-16 14:03:26,positivo
jpena,62,SuperFaro,rosa,3,Pésima atención y los SuperFaro llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,google_reviews,1,True,True,2025-11-07 22:34:31,negativo
carolinaguerra,119,084 Campeón,rosa,3,"10/10 los 084 Campeón ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",amazon,1,False,False,2023-07-07 13:22:29,positivo
almaberrios,455,Panam Alfa,beige,1,Horrible calidad los Panam Alfa 😠 ni para regalar #malacompra #panam,facebook,6,False,False,2025-03-03 18:03:27,negativo
esteban83,82,084 Clásico,rojo,3,Buena calidad los 084 Clásico pero la entrega tardó 3 semanas 😑 ojo con eso,facebook,109,True,False,2021-10-13 10:22:15,mixto
camila99,119,Gran Prix,azul,1,Horrible calidad los Gran Prix 😠 ni para regalar #malacompra #panam,facebook,24,True,False,2021-09-06 04:24:02,negativo
escobedonatividad,363,Vaivén,rojo,5,"Súper recomendados los Vaivén, no me los quería quitar 😂❤️",twitter,8,True,False,2026-02-05 14:26:00,positivo
hermelindafrias,531,Vaivén,blanco,1,"Incomodísimos los Vaivén, me lastimaron los pies después de 1 hr 😣",google_reviews,29,True,False,2024-03-05 19:08:23,negativo
aldo33,404,084 Clásico,beige,5,Mis 084 Clásico son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,instagram,10,False,False,2022-05-05 19:15:03,positivo
sguerra,2,084 Diamante,rosa,4,"Me gustaron los 084 Diamante, cómodos y bonitos para diario 🙂",tiktok,43,True,False,2023-01-31 17:07:36,positivo
jgrijalva,662,084 Diamante,blanco,5,Por fin unos tenis que duran! Los 084 Diamante ya tienen 8 meses y siguen como nuevos 💪,instagram,49,False,False,2024-01-30 12:52:28,positivo
caridad78,1342,084 Diamante,rosa,4,"Yo súper feliz con mis 084 Diamante 🥹 mejor inversión del mes, los recomiendo muchísimo",amazon,48,True,False,2024-05-26 11:51:20,positivo
ramiro58,7455,084 Diamante,rojo,4,BUENÍSIMOS los 084 Diamante!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,tiktok,2,True,False,2025-07-29 07:12:13,positivo
zcalvillo,246,Vaivén,negro,5,"10/10 los Vaivén ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",twitter,38,False,True,2025-05-03 23:15:52,positivo
lucas55,378,084 Campeón,gris,4,"Los 084 Campeón cumplen, los uso para diario nomás",instagram,23,True,False,2024-11-12 08:23:32,neutro
valladaresmartin,514,Flip,gris,5,"AMO mis Flip 💖 ya pedí otro par en otro color, hermosos",amazon,144,False,False,2022-08-02 16:18:27,positivo
ibarramaria-luisa,70,Panam Alfa,rojo,5,Excelentísimos los Panam Alfa ✨ los uso para correr y son perfectos 🏃‍♂️💨,amazon,198,True,False,2026-04-24 20:05:46,positivo
jlucero,4,RL15,rosa,5,Mis RL15 son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,instagram,16,True,False,2023-01-05 20:38:28,positivo
maximiliano69,1851,Barracuda,beige,5,MARAVILLOSOS los Barracuda 😍 como caminar en nubes ☁️☁️ los amo,twitter,24,False,False,2023-06-08 18:28:45,positivo
purbina,1226,Panam Alfa,blanco,1,"Los Panam Alfa son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",google_reviews,197,True,False,2024-03-20 02:08:19,negativo
irene77,231,Gran Prix,negro,4,"Me gustaron los Gran Prix, cómodos y bonitos para diario 🙂",tiktok,72,False,False,2022-10-10 23:55:52,positivo
jonas28,100,Perestroika,negro,3,Terrible experiencia con los Perestroika 💔 mala calidad y peor servicio al cliente 😡,amazon,96,True,False,2025-07-01 11:01:31,negativo
mariabahena,109,Gran Prix,rosa,5,Increíbles!! Los Gran Prix se ven y se sienten premium 🔝🔥 vale cada peso,instagram,111,False,False,2025-10-20 03:38:55,positivo
benavidezwendolin,486,RL15,beige,4,"Buenos los RL15, me gustaron 👍 cumplen lo prometido",facebook,49,True,False,2021-10-04 01:01:00,positivo
pazhernan,0,084,gris,2,Me gustaron los 084 aunque son un poco apretados al principio 😬 ya cedieron,amazon,32,True,True,2023-04-25 08:26:45,mixto
coronaadan,31,Ultra,rojo,2,PÉSIMOS los Ultra 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,tiktok,17,False,False,2023-03-16 20:26:31,negativo
dnino,334,Flip,gris,5,"Súper recomendados los Flip, no me los quería quitar 😂❤️",google_reviews,16,True,False,2025-06-15 13:50:04,positivo
aaleman,998,Perestroika,beige,5,Me encantaron mis Perestroika 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,amazon,17,True,False,2025-11-14 20:09:37,positivo
balcala,414,Ultra,gris,5,Excelentísimos los Ultra ✨ los uso para correr y son perfectos 🏃‍♂️💨,twitter,89,False,False,2025-11-06 03:45:43,positivo
magdalena40,735,084 Campeón,rosa,2,NO LOS COMPREN!! Mis 084 Campeón se despegaron en una semana 😤 estafa total,twitter,53,True,False,2025-08-13 15:27:45,negativo
gduarte,670,Gran Prix,rosa,2,NO LOS COMPREN!! Mis Gran Prix se despegaron en una semana 😤 estafa total,instagram,47,True,False,2022-03-01 13:12:19,negativo
oliverespinosa,107,Panam Alfa,gris,4,"Yo súper feliz con mis Panam Alfa 🥹 mejor inversión del mes, los recomiendo muchísimo",instagram,26,True,False,2025-10-27 22:55:30,positivo
angelica46,33,084 Diamante,verde,5,Mis 084 Diamante son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,twitter,5,False,False,2022-01-06 19:37:24,positivo
cristal79,3,Perestroika,azul,3,"Compré los Perestroika, son tenis. Punto.",tiktok,1,False,False,2023-05-31 22:24:58,neutro
timoteoblanco,227,Flip,rosa,2,"Incomodísimos los Flip, me lastimaron los pies después de 1 hr 😣",amazon,61,True,True,2021-08-12 18:05:22,negativo
palominocaridad,5,084,gris,4,"Buenos los 084, me gustaron 👍 cumplen lo prometido",facebook,13,True,False,2024-07-21 03:19:22,positivo
obadillo,32,Flip,azul,5,"Muy cómodos los Flip, me los recomendó mi hermana ✌️ buena compra",amazon,132,True,False,2021-06-04 16:10:37,positivo
emiliosanabria,87,Caimán,verde,5,"Buenos los Caimán, me gustaron 👍 cumplen lo prometido",tiktok,12,False,False,2025-01-13 10:10:12,positivo
martha18,2,SuperFaro,gris,1,"Los SuperFaro son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",tiktok,46,False,False,2021-09-15 12:24:38,negativo
manuelvalverde,0,Urbano,rojo,5,Bonitos los Urbano 👌 buen precio para la calidad,twitter,44,False,False,2025-05-22 15:23:33,positivo
bernabe14,214,084,gris,1,Horrible calidad los 084 😠 ni para regalar #malacompra #panam,twitter,57,True,False,2025-12-18 10:49:30,negativo
duarteabigail,384,Ultra,blanco,5,Increíbles!! Los Ultra se ven y se sienten premium 🔝🔥 vale cada peso,amazon,40,True,False,2021-06-23 23:04:24,positivo
natividadcolon,407,084 Campeón,beige,2,Muy decepcionada con mis 084 Campeón 💔 esperaba muchísimo más por el precio que pagué 🙄,google_reviews,74,True,False,2024-09-24 18:37:30,negativo
lunajeronimo,36,Panam Alfa,gris,5,"Me gustaron los Panam Alfa, cómodos y bonitos para diario 🙂",tiktok,49,True,False,2026-02-21 11:17:34,positivo
mayteordonez,65,Barracuda,beige,4,MARAVILLOSOS los Barracuda 😍 como caminar en nubes ☁️☁️ los amo,amazon,19,True,True,2025-12-10 18:46:40,positivo
carlota21,77,Panam Alfa,rojo,5,"Los mejores tenis que he tenido!! Los Panam Alfa son cómodos, bonitos y baratos 👌🔥",instagram,91,True,False,2025-08-09 05:20:33,positivo
carlos16,202,084 Clásico,rojo,5,Mejor compra del año!! Los 084 Clásico son una BELLEZA 🔥🔥🔥 #PanamForever,instagram,67,True,False,2023-04-27 13:25:57,positivo
molinapamela,10,084,rosa,5,MARAVILLOSOS los 084 😍 como caminar en nubes ☁️☁️ los amo,facebook,92,True,True,2024-09-19 19:50:39,positivo
angel47,28,Flip,verde,3,"Súper recomendados los Flip, no me los quería quitar 😂❤️",twitter,111,False,False,2025-07-08 13:33:59,positivo
antoniauribe,324,Caimán,negro,5,Me encantaron mis Caimán 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,tiktok,4,True,False,2024-07-15 17:23:13,positivo
rescamilla,120,Panam Alfa,rojo,1,NO LOS COMPREN!! Mis Panam Alfa se despegaron en una semana 😤 estafa total,google_reviews,24,True,True,2026-04-30 13:32:12,negativo
xbriones,1023,Ultra,negro,1,"Mala compra los Ultra, no son lo que esperaba ☹️ poco durables",twitter,169,True,False,2023-11-10 00:36:42,negativo
diegoborrego,1758,Perestroika,verde,1,Decepción total los Perestroika 😞 se ven baratos y se rompen aún más rápido 👎,amazon,60,False,False,2023-08-16 20:57:51,negativo
caridadcorrales,508,084,verde,5,"Buenos los 084, me gustaron 👍 cumplen lo prometido",tiktok,2,False,False,2024-08-28 19:50:30,positivo
arcelia11,1648,Perestroika,negro,4,"10/10 los Perestroika ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",amazon,34,False,False,2021-05-22 10:54:18,positivo
esperanza54,49,Panam Alfa,rojo,4,Me encantaron mis Panam Alfa 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,amazon,23,False,True,2022-03-19 22:26:54,positivo
ericescobar,12,Barracuda,gris,5,"Decentes los Barracuda, no son los mejores pero cumplen 🙂",google_reviews,26,True,False,2025-01-04 07:40:59,positivo
jvaldes,515,Gran Prix,negro,3,"Los Gran Prix están ok, nada del otro mundo 🤷",instagram,9,True,False,2025-09-14 09:52:49,neutro
bcandelaria,15,084 Campeón,gris,3,"Regulares los 084 Campeón, esperaba un poquito más pero también un poquito menos",tiktok,16,True,False,2022-02-08 17:59:11,neutro
maria-luisa19,315,084 Clásico,gris,1,PÉSIMOS los 084 Clásico 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,instagram,67,False,False,2024-02-08 06:47:59,negativo
salcala,24,Urbano,rojo,5,"Cumple lo prometido, los Urbano están bien para el uso diario 👍🏼",instagram,25,True,False,2024-11-11 23:26:11,positivo
ubravo,76,084 Campeón,blanco,2,NO LOS COMPREN!! Mis 084 Campeón se despegaron en una semana 😤 estafa total,facebook,22,True,True,2026-02-07 17:35:24,negativo
micaelasoliz,495,084 Campeón,azul,5,Mis 084 Campeón son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,facebook,36,True,True,2022-10-15 04:32:26,positivo
ide-la-o,93,Gran Prix,azul,5,"Buenos los Gran Prix, me gustaron 👍 cumplen lo prometido",facebook,33,True,True,2023-08-19 19:34:22,positivo
rene72,20,Vaivén,blanco,5,Quedé enamoradísima de mis Vaivén ✨ buenísima calidad y precio 👌🥰,amazon,45,True,False,2021-11-18 21:03:44,positivo
elvialeal,155,Panam Alfa,blanco,5,"Me gustaron los Panam Alfa, cómodos y bonitos para diario 🙂",instagram,56,False,False,2024-12-04 15:11:15,positivo
ilse15,443,Barracuda,gris,4,Increíbles!! Los Barracuda se ven y se sienten premium 🔝🔥 vale cada peso,instagram,74,True,True,2023-06-27 07:36:50,positivo
rosaliasaldivar,570,SuperFaro,gris,1,PÉSIMOS los SuperFaro 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,amazon,6,True,False,2023-01-03 20:39:13,negativo
icarbajal,484,084,negro,4,Por fin unos tenis que duran! Los 084 ya tienen 8 meses y siguen como nuevos 💪,tiktok,17,False,True,2023-12-08 20:28:06,positivo
ortizalta-gracia,12,Panam Alfa,beige,3,Pésima atención y los Panam Alfa llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,twitter,0,False,True,2024-07-29 14:10:10,negativo
esmeralda56,7,Urbano,rojo,4,"Los mejores tenis que he tenido!! Los Urbano son cómodos, bonitos y baratos 👌🔥",facebook,182,False,False,2022-07-03 05:41:52,positivo
adriana93,209,084,beige,2,"Los 084 cumplen, los uso para diario nomás",amazon,22,False,True,2025-06-02 13:04:35,neutro
jose65,241,084 Diamante,negro,3,Compré los 084 Diamante para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,tiktok,18,True,False,2023-10-28 19:28:14,positivo
yvelasquez,120,084 Clásico,beige,4,"Buenos los 084 Clásico, me gustaron 👍 cumplen lo prometido",facebook,68,False,False,2023-05-29 11:59:13,positivo
blanca46,5,084,beige,5,Compré los 084 para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,instagram,158,False,False,2024-06-13 09:03:10,positivo
valleleonel,154,Flip,gris,2,Bonitos los Flip pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,instagram,164,False,False,2025-12-26 12:34:30,mixto
maria-eugeniaamador,235,084 Diamante,azul,3,"Muy cómodos los 084 Diamante, me los recomendó mi hermana ✌️ buena compra",amazon,12,False,False,2025-04-09 12:34:08,positivo
emilialovato,1926,084 Campeón,blanco,5,"Cumple lo prometido, los 084 Campeón están bien para el uso diario 👍🏼",amazon,43,True,False,2021-12-07 04:21:55,positivo
isanabria,452,Flip,rosa,4,"Decentes los Flip, no son los mejores pero cumplen 🙂",google_reviews,50,False,False,2023-12-03 04:21:36,positivo
patriciocorrales,29,Vital,rojo,5,Me encantaron mis Vital 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,facebook,124,False,False,2024-12-10 22:13:42,positivo
cbenavides,11,Panam Alfa,beige,5,Quedé enamoradísima de mis Panam Alfa ✨ buenísima calidad y precio 👌🥰,twitter,110,False,True,2025-06-03 05:51:01,positivo
gtellez,27,084,rosa,1,Horrible calidad los 084 😠 ni para regalar #malacompra #panam,tiktok,7,True,False,2024-11-25 22:16:54,negativo
murillomagdalena,9692,Vaivén,beige,3,Buena calidad los Vaivén pero la entrega tardó 3 semanas 😑 ojo con eso,facebook,13,True,True,2022-01-25 08:14:01,mixto
guzmanursula,101,Vital,negro,1,Terrible experiencia con los Vital 💔 mala calidad y peor servicio al cliente 😡,facebook,82,True,False,2024-05-13 06:53:51,negativo
soniaarmendariz,72,Vaivén,gris,5,Quedé enamoradísima de mis Vaivén ✨ buenísima calidad y precio 👌🥰,google_reviews,28,True,False,2026-02-19 04:16:11,positivo
ymeraz,8,084 Campeón,verde,5,"Los mejores tenis que he tenido!! Los 084 Campeón son cómodos, bonitos y baratos 👌🔥",tiktok,2,False,False,2025-01-02 16:36:47,positivo
alarconfederico,87,SuperFaro,beige,2,"Regulares los SuperFaro, esperaba un poquito más pero también un poquito menos",twitter,23,False,True,2023-07-19 04:27:10,neutro
karinasolano,6,084 Clásico,negro,3,"Normales los 084 Clásico, ni bien ni mal 🤷‍♂️",amazon,8,False,False,2026-02-02 22:31:33,neutro
estefanianoriega,374,084,verde,2,Decepción total los 084 😞 se ven baratos y se rompen aún más rápido 👎,instagram,48,False,False,2024-09-02 12:35:55,negativo
svillalobos,347,084 Campeón,blanco,3,Excelente diseño los 084 Campeón pero algo caros para la calidad real 💸,tiktok,70,True,False,2025-08-08 04:57:18,mixto
ana-mariaalvarado,154,Panam Alfa,azul,5,"10/10 los Panam Alfa ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",tiktok,63,False,True,2025-06-14 05:32:34,positivo
lucerodebora,21,Urbano,negro,5,MARAVILLOSOS los Urbano 😍 como caminar en nubes ☁️☁️ los amo,amazon,41,True,False,2022-01-28 01:19:09,positivo
colladoandrea,381,Panam Alfa,beige,2,Terrible experiencia con los Panam Alfa 💔 mala calidad y peor servicio al cliente 😡,google_reviews,0,True,False,2023-12-31 07:45:04,negativo
